952$p,100$a,245$a,250$a,260$b,260$c,300$a,082$a,041$h,952$a,952$b,650$a,365$b,365$c,923$d,923$n,942$c,952$c,952$8,952$e,952$1
SC018173,G.K. Dubey,Fundamentals Of Electrical Engineering,,Narosa Publication,2006,392,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,275,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018174,G.K. Dubey,Fundamentals Of Electrical Engineering,,Narosa Publication,2006,392,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,275,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018175,G.K. Dubey,Fundamentals Of Electrical Engineering,,Narosa Publication,2006,392,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,275,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018176,G.K. Dubey,Fundamentals Of Electrical Engineering,,Narosa Publication,2006,392,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,275,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018177,G.K. Dubey,Fundamentals Of Electrical Engineering,,Narosa Publication,2006,392,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,275,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018178,G.K. Dubey,Fundamentals Of Electrical Engineering,,Narosa Publication,2006,392,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,275,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018179,G.K. Dubey,Fundamentals Of Electrical Engineering,,Narosa Publication,2006,392,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,275,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018180,G.K. Dubey,Fundamentals Of Electrical Engineering,,Narosa Publication,2006,392,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,275,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018181,G.K. Dubey,Fundamentals Of Electrical Engineering,,Narosa Publication,2006,392,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,275,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018182,G.K. Dubey,Fundamentals Of Electrical Engineering,,Narosa Publication,2006,392,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,275,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018183,G.K. Dubey,Fundamentals Of Electrical Engineering,,Narosa Publication,2006,392,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,275,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018184,S.N. Singh,Fundamentals Of Electrical Engineering,,Narosa Publication,2006,392,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,180,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018185,S.N. Singh,Text Book Of Power Electronics,,Dhanpat Rai,2005,F1,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,180,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018186,S.N. Singh,Text Book Of Power Electronics,,Dhanpat Rai,2005,F1,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,180,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018187,S.N. Singh,Text Book Of Power Electronics,,Dhanpat Rai,2005,F1,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,180,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018188,S.N. Singh,Text Book Of Power Electronics,,Dhanpat Rai,2005,F1,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,180,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018189,S.N. Singh,Text Book Of Power Electronics,,Dhanpat Rai,2005,F1,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,180,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018190,P.S. Bhimbhra,Power Electronics,,Khanna Publication,2005,583,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,165,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018191,P.S. Bhimbhra,Power Electronics,,Khanna Publication,2005,583,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,165,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018192,P.S. Bhimbhra,Power Electronics,,Khanna Publication,2005,583,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,165,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018193,P.S. Bhimbhra,Power Electronics,,Khanna Publication,2005,583,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,165,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018194,P.S. Bhimbhra,Power Electronics,,Khanna Publication,2005,583,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,165,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018195,P.S. Bhimbhra,Power Electronics,,Khanna Publication,2005,583,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,165,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018196,P.S. Bhimbhra,Power Electronics,,Khanna Publication,2005,583,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,165,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018197,P.S. Bhimbhra,Power Electronics,,Khanna Publication,2005,583,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,165,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018198,P.S. Bhimbhra,Power Electronics,,Khanna Publication,2005,583,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,165,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018199,S.Rajsekaran,Neural Networks Fuzzy Logic And Gemetic Algorithums,,Prentice Hall of India,2006,439,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,325,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018200,S.Rajsekaran,Neural Networks Fuzzy Logic And Gemetic Algorithums,,Prentice Hall of India,2006,439,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,325,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018201,S.Rajsekaran,Neural Networks Fuzzy Logic And Gemetic Algorithums,,Prentice Hall of India,2006,439,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,325,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018202,S.Rajsekaran,Neural Networks Fuzzy Logic And Gemetic Algorithums,,Prentice Hall of India,2006,439,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,325,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018203,S.Rajsekaran,Neural Networks Fuzzy Logic And Gemetic Algorithums,,Prentice Hall of India,2006,439,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,325,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018204,C.P. Narayan,Transducers & Instrumentation,,Technical,2002,191,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,80,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018205,C.P. Narayan,Transducers & Instrumentation,,Technical,2002,191,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,80,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018206,C.P. Narayan,Transducers & Instrumentation,,Technical,2002,191,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,80,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018207,C.P. Narayan,Transducers & Instrumentation,,Technical,2002,191,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,80,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018208,C.P. Narayan,Transducers & Instrumentation,,Technical,2002,191,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,80,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018209,A.K. Sawhney,Electrical & Electronic Measurements & Instrumentation,,Dhanpat Rai,2005,1558,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,325,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018210,A.K. Sawhney,Electrical & Electronic Measurements & Instrumentation,,Dhanpat Rai,2005,1558,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,325,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018211,A.K. Sawhney,Electrical & Electronic Measurements & Instrumentation,,Dhanpat Rai,2005,1558,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,325,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018212,A.K. Sawhney,Electrical & Electronic Measurements & Instrumentation,,Dhanpat Rai,2005,1558,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,325,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018213,A.K. Sawhney,Electrical & Electronic Measurements & Instrumentation,,Dhanpat Rai,2005,1558,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,325,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018214,A.K. Sawhney,Electrical & Electronic Measurements & Instrumentation,,Dhanpat Rai,2005,1558,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,325,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018215,A.K. Sawhney,Electrical & Electronic Measurements & Instrumentation,,Dhanpat Rai,2005,1558,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,325,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018216,A.K. Sawhney,Electrical & Electronic Measurements & Instrumentation,,Dhanpat Rai,2005,1558,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,325,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018217,A.K. Sawhney,Electrical & Electronic Measurements & Instrumentation,,Dhanpat Rai,2005,1558,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,325,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018218,A.K. Sawhney,Electrical & Electronic Measurements & Instrumentation,,Dhanpat Rai,2005,1558,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,325,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018219,S.K. Singh,Industrial Instrumentation And Control,,Tata McGraw Hill,2005,697,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,195,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018220,S.K. Singh,Industrial Instrumentation And Control,,Tata McGraw Hill,2005,697,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,195,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018221,S.K. Singh,Industrial Instrumentation And Control,,Tata McGraw Hill,2005,697,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,195,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018222,S.K. Singh,Industrial Instrumentation And Control,,Tata McGraw Hill,2005,697,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,195,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018223,S.K. Singh,Industrial Instrumentation And Control,,Tata McGraw Hill,2005,697,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,195,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018224,S.K. Singh,Industrial Instrumentation And Control,,Tata McGraw Hill,2005,697,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,195,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018225,S.K. Singh,Industrial Instrumentation And Control,,Tata McGraw Hill,2005,697,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,195,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018226,S.K. Singh,Industrial Instrumentation And Control,,Tata McGraw Hill,2005,697,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,195,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018227,S.K. Singh,Industrial Instrumentation And Control,,Tata McGraw Hill,2005,697,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,195,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018228,S.K. Singh,Industrial Instrumentation And Control,,Tata McGraw Hill,2005,697,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,195,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018229,H.S. Kalsi,Electrical Instrumentation,,Tata McGraw Hill,2006,801,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,225,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018230,H.S. Kalsi,Electrical Instrumentation,,Tata McGraw Hill,2006,801,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,225,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018231,H.S. Kalsi,Electrical Instrumentation,,Tata McGraw Hill,2006,801,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,225,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018232,H.S. Kalsi,Electrical Instrumentation,,Tata McGraw Hill,2006,801,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,225,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018233,H.S. Kalsi,Electrical Instrumentation,,Tata McGraw Hill,2006,801,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,225,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018234,H.S. Kalsi,Electrical Instrumentation,,Tata McGraw Hill,2006,801,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,225,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018235,H.S. Kalsi,Electrical Instrumentation,,Tata McGraw Hill,2006,801,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,225,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018236,H.S. Kalsi,Electrical Instrumentation,,Tata McGraw Hill,2006,801,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,225,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018237,H.S. Kalsi,Electrical Instrumentation,,Tata McGraw Hill,2006,801,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,225,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018238,H.S. Kalsi,Electrical Instrumentation,,Tata McGraw Hill,2006,801,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,225,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018239,Cromwell Leslie,Biomedical Instrumentation And Measurment,,Prentice Hall of India,2006,510,570,eng,SCGRANT,SCGRANT,Biotechnology,175,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018240,Cromwell Leslie,Biomedical Instrumentation And Measurment,,Prentice Hall of India,2006,510,570,eng,SCGRANT,SCGRANT,Biotechnology,175,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018241,Cromwell Leslie,Biomedical Instrumentation And Measurment,,Prentice Hall of India,2006,510,570,eng,SCGRANT,SCGRANT,Biotechnology,175,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018242,Cromwell Leslie,Biomedical Instrumentation And Measurment,,Prentice Hall of India,2006,510,570,eng,SCGRANT,SCGRANT,Biotechnology,175,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018243,Cromwell Leslie,Biomedical Instrumentation And Measurment,,Prentice Hall of India,2006,510,570,eng,SCGRANT,SCGRANT,Biotechnology,175,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018244,Cromwell Leslie,Biomedical Instrumentation And Measurment,,Prentice Hall of India,2006,510,570,eng,SCGRANT,SCGRANT,Biotechnology,175,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018245,Cromwell Leslie,Biomedical Instrumentation And Measurment,,Prentice Hall of India,2006,510,570,eng,SCGRANT,SCGRANT,Biotechnology,175,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018246,Cromwell Leslie,Biomedical Instrumentation And Measurment,,Prentice Hall of India,2006,510,570,eng,SCGRANT,SCGRANT,Biotechnology,175,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018247,Cromwell Leslie,Biomedical Instrumentation And Measurment,,Prentice Hall of India,2006,510,570,eng,SCGRANT,SCGRANT,Biotechnology,175,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018248,Cromwell Leslie,Biomedical Instrumentation And Measurment,,Prentice Hall of India,2006,510,570,eng,SCGRANT,SCGRANT,Biotechnology,175,INR,07/06/2006,3656,BK,General Section,NFIC,APS,
SC018249,Thareja & Thareja,Electrical Technology In Si Unit -II,,S.Chand,2006,1568,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,325,INR,07/06/2006,3657,BK,General Section,NFIC,APS,
SC018250,Thareja & Thareja,Electrical Technology In Si Unit -II,,S.Chand,2006,1568,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,325,INR,07/06/2006,3657,BK,General Section,NFIC,APS,
SC018251,Thareja & Thareja,Electrical Technology In Si Unit -II,,S.Chand,2006,1568,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,325,INR,07/06/2006,3657,BK,General Section,NFIC,APS,
SC018252,Thareja & Thareja,Electrical Technology In Si Unit -II,,S.Chand,2006,1568,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,325,INR,07/06/2006,3657,BK,General Section,NFIC,APS,
SC018253,Thareja & Thareja,Electrical Technology In Si Unit -II,,S.Chand,2006,1568,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,325,INR,07/06/2006,3657,BK,General Section,NFIC,APS,
SC018254,J.B. Gupta,Theory & Performance Of Electrical Machines,,S K Kataria,2006,759,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,350,INR,07/06/2006,3657,BK,General Section,NFIC,APS,
SC018255,J.B. Gupta,Theory & Performance Of Electrical Machines,,S K Kataria,2006,759,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,350,INR,07/06/2006,3657,BK,General Section,NFIC,APS,
SC018256,J.B. Gupta,Theory & Performance Of Electrical Machines,,S K Kataria,2006,759,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,350,INR,07/06/2006,3657,BK,General Section,NFIC,APS,
SC018257,J.B. Gupta,Theory & Performance Of Electrical Machines,,S K Kataria,2006,759,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,350,INR,07/06/2006,3657,BK,General Section,NFIC,APS,
SC018258,J.B. Gupta,Theory & Performance Of Electrical Machines,,S K Kataria,2006,759,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,350,INR,07/06/2006,3657,BK,General Section,NFIC,APS,
SC018259,P.S. Bhimbhra,Generalized Theory Of Electrical Machines,,Khanna Publication,2006,1151,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,195,INR,07/06/2006,3657,BK,General Section,NFIC,APS,
SC018260,P.S. Bhimbhra,Generalized Theory Of Electrical Machines,,Khanna Publication,2006,1151,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,195,INR,07/06/2006,3657,BK,General Section,NFIC,APS,
SC018261,P.S. Bhimbhra,Generalized Theory Of Electrical Machines,,Khanna Publication,2006,1151,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,195,INR,07/06/2006,3657,BK,General Section,NFIC,APS,
SC018262,P.S. Bhimbhra,Generalized Theory Of Electrical Machines,,Khanna Publication,2006,1151,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,195,INR,07/06/2006,3657,BK,General Section,NFIC,APS,
SC018263,P.S. Bhimbhra,Generalized Theory Of Electrical Machines,,Khanna Publication,2006,1151,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,195,INR,07/06/2006,3657,BK,General Section,NFIC,APS,
SC018264,P.S. Bhimbhra,Generalized Theory Of Electrical Machines,,Khanna Publication,2006,1151,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,195,INR,07/06/2006,3657,BK,General Section,NFIC,APS,
SC018265,P.S. Bhimbhra,Generalized Theory Of Electrical Machines,,Khanna Publication,2006,1151,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,195,INR,07/06/2006,3657,BK,General Section,NFIC,APS,
SC018266,P.S. Bhimbhra,Generalized Theory Of Electrical Machines,,Khanna Publication,2006,1151,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,195,INR,07/06/2006,3657,BK,General Section,NFIC,APS,
SC018267,Kothari & Nagrath,Electrical Machine,,Tata McGraw Hill,2006,834,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,285,INR,07/06/2006,3657,BK,General Section,NFIC,APS,
SC018268,Kothari & Nagrath,Electrical Machine,,Tata McGraw Hill,2006,834,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,285,INR,07/06/2006,3657,BK,General Section,NFIC,APS,
SC018269,Kothari & Nagrath,Electrical Machine,,Tata McGraw Hill,2006,834,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,285,INR,07/06/2006,3657,BK,General Section,NFIC,APS,
SC018270,Kothari & Nagrath,Electrical Machine,,Tata McGraw Hill,2006,834,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,285,INR,07/06/2006,3657,BK,General Section,NFIC,APS,
SC018271,Kothari & Nagrath,Electrical Machine,,Tata McGraw Hill,2006,834,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,285,INR,07/06/2006,3657,BK,General Section,NFIC,APS,
SC018272,Sawhney & Chakrabarti,Electrical Machine Design,,Dhanpat Rai,2006,23.34,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,280,INR,07/06/2006,3657,BK,General Section,NFIC,APS,
SC018273,Sawhney & Chakrabarti,Electrical Machine Design,,Dhanpat Rai,2006,23.34,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,280,INR,07/06/2006,3657,BK,General Section,NFIC,APS,
SC018274,Sawhney & Chakrabarti,Electrical Machine Design,,Dhanpat Rai,2006,23.34,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,280,INR,07/06/2006,3657,BK,General Section,NFIC,APS,
SC018275,Sawhney & Chakrabarti,Electrical Machine Design,,Dhanpat Rai,2006,23.34,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,280,INR,07/06/2006,3657,BK,General Section,NFIC,APS,
SC018276,Sawhney & Chakrabarti,Electrical Machine Design,,Dhanpat Rai,2006,23.34,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,280,INR,07/06/2006,3657,BK,General Section,NFIC,APS,
SC018277,Sawhney & Chakrabarti,Electrical Machine Design,,Dhanpat Rai,2006,23.34,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,280,INR,07/06/2006,3657,BK,General Section,NFIC,APS,
SC018278,Sawhney & Chakrabarti,Electrical Machine Design,,Dhanpat Rai,2006,23.34,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,280,INR,07/06/2006,3657,BK,General Section,NFIC,APS,
SC018279,Sawhney & Chakrabarti,Electrical Machine Design,,Dhanpat Rai,2006,23.34,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,280,INR,07/06/2006,3657,BK,General Section,NFIC,APS,
SC018280,Ingole As,Switchgear And Protection,,Umesh,2006,580,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,225,INR,07/06/2006,3657,BK,General Section,NFIC,APS,
SC018281,Ingole As,Switchgear And Protection,,Umesh,2006,580,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,225,INR,07/06/2006,3657,BK,General Section,NFIC,APS,
SC018282,Ingole As,Switchgear And Protection,,Umesh,2006,580,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,225,INR,07/06/2006,3657,BK,General Section,NFIC,APS,
SC018283,Ingole As,Switchgear And Protection,,Umesh,2006,580,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,225,INR,07/06/2006,3657,BK,General Section,NFIC,APS,
SC018284,Ingole As,Switchgear And Protection,,Umesh,2006,580,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,225,INR,07/06/2006,3657,BK,General Section,NFIC,APS,
